tweet_id,sentence,label,city_id,city_name,continent,country,country_code,hemisphere,lat,lon,month,date,example_category,is_synthetic,original_split
DEMO_0350,Coffee and music. That is all I need today. #heatwave #chill #morning,0,CITY_GHA_ACCR_001,Accra,Africa,Ghana,GHA,north,5.5571096,-0.2012376,2022-03,2022-03-12,negative_spam_irrelevant,1,train
DEMO_0572,Looking forward to the Hot Ones interview later tonight. Great show.,0,CITY_USA_GARL_223,Garland,North America,United States,USA,north,32.912624,-96.6388833,2022-03,2022-03-12,negative_media_product,1,test
DEMO_0031,Just got the Hot Wheels limited edition set. Worth every penny.,0,CITY_ZAF_TEMB_030,Tembisa,Africa,South Africa,ZAF,south,-25.999262,28.125912,2022-03,2022-03-13,negative_media_product,1,train
DEMO_0617,Authorities warn residents ahead of next week's forecast heatwave.,0,CITY_USA_NAPA_268,Napa,North America,United States,USA,north,38.2971367,-122.2855293,2022-03,2022-03-14,negative_policy_discourse,1,test
DEMO_0206,We had hot mulled wine at the Christmas market. Absolutely delicious.,0,CITY_USA_DAVE_205,Davenport,North America,United States,USA,north,28.1743275,-81.49322346,2022-03,2022-03-14,negative_food,1,train
DEMO_0168,Heat cramps hit my stomach during the afternoon outdoor training session.,1,CITY_USA_ANCH_167,Anchorage,North America,United States,USA,north,61.2163129,-149.894852,2022-03,2022-03-14,positive_physiological,1,train
DEMO_0509,Volunteers helped homeless people stay cool during the downtown heatwave.,0,CITY_MEX_BENI_160,Benito Juárez,North America,Mexico,MEX,north,21.0742627,-86.9265622257142,2022-03,2022-03-15,boundary_negative_third_party,1,test
DEMO_0147,Heat-induced brain fog is real. I keep forgetting what I was doing.,1,CITY_GBR_WEST_146,West Bromwich,Europe,United Kingdom,GBR,north,52.5186579,-1.9923114,2022-03,2022-03-15,positive_psychological,1,train
DEMO_0128,The air feels like a furnace today. I can barely stand being outside at all.,1,CITY_GBR_LEIC_127,Leicester,Europe,United Kingdom,GBR,north,52.6362,-1.1331969,2022-03,2022-03-16,positive_ambient_personal,1,train
DEMO_0339,Throat is so dry and my lips are cracking. Need water every 10 minutes out here.,1,CITY_AUS_MELB_338,Melbourne,Oceania,Australia,AUS,south,-37.8142454,144.9631732,2022-03,2022-03-16,positive_physiological,1,train
DEMO_0517,Took the shaded side of every street today. Route planning just to avoid the sun.,1,CITY_USA_ARLI_168,Arlington,North America,United States,USA,north,32.7355816,-97.1071186,2022-03,2022-03-20,positive_coping,1,test
DEMO_0129,The heat dome is a meteorological event but it felt deeply personal today.,1,CITY_GBR_LIVE_128,Liverpool,Europe,United Kingdom,GBR,north,53.4071991,-2.99168,2022-03,2022-03-21,boundary_positive_alert_personal,1,train
DEMO_0491,Climate change is cooking us — I felt it intensely on my walk this morning.,1,CITY_GBR_SOUT_142,South East,Europe,United Kingdom,GBR,north,54.94987225,-1.36036540985681,2022-03,2022-03-21,boundary_positive_climate_personal_exposure,1,test
DEMO_0543,Activists gathered to demand climate action at the city hall today.,0,CITY_USA_CLIN_194,Clinton,North America,United States,USA,north,38.5896187,-89.420064,2022-03,2022-03-22,negative_policy_discourse,1,test
DEMO_0223,The temperature in the shade is still 38 degrees. I cannot cope with this.,1,CITY_USA_GAIN_222,Gainesville,North America,United States,USA,north,29.6519684,-82.3249846,2022-03,2022-03-24,positive_ambient_personal,1,train
DEMO_0379,Extreme heat events are becoming more frequent according to climate scientists.,0,CITY_ZAF_TEMB_030,Tembisa,Africa,South Africa,ZAF,south,-25.999262,28.125912,2022-03,2022-03-24,negative_policy_discourse,1,train
DEMO_0219,Just signed up for the Hot Yoga class downtown. Starting next Monday.,0,CITY_USA_FRAN_218,Franklin,North America,United States,USA,north,33.2002659,-95.2231752,2022-03,2022-03-25,negative_proper_noun,1,train
DEMO_0365,Heat-related deaths reported as authorities issue extreme weather warning.,0,CITY_NGA_PORT_016,Port Harcourt,Africa,Nigeria,NGA,north,4.7676576,7.0188527,2022-03,2022-03-25,boundary_negative_news_mortality,1,train
DEMO_0176,"The heat is so intense today, walking outside feels physically dangerous.",1,CITY_USA_BATO_175,Baton Rouge,North America,United States,USA,north,30.4494155,-91.1869659,2022-03,2022-03-25,positive_ambient_personal,1,train
DEMO_0160,"Heat the film has the best heist scene in cinema history, no contest.",0,CITY_CAN_WINN_159,Winnipeg,North America,Canada,CAN,north,49.8955367,-97.1384584,2022-03,2022-03-26,negative_media_product,1,train
DEMO_0304,Miami Heat preseason starts next week. Cautiously optimistic about this squad.,0,CITY_USA_SAND_303,San Diego,North America,United States,USA,north,33.1958696,-117.3794834,2022-03,2022-03-26,negative_proper_noun,1,train
DEMO_0248,Restless night because of the heat. Cannot think clearly today at all.,1,CITY_USA_LAKE_247,Lakewood,North America,United States,USA,north,39.7085736,-105.0846694,2022-03,2022-03-26,positive_psychological,1,train
DEMO_0561,Hot air balloon festival starts this Saturday. Tickets are sold out.,0,CITY_USA_ENTE_212,Enterprise,North America,United States,USA,north,31.3151708,-85.8552161,2022-03,2022-03-28,negative_proper_noun,1,test
DEMO_0291,The council opened emergency cooling spots and I went to three of them today.,1,CITY_USA_PLAN_290,Plano,North America,United States,USA,north,33.0136764,-96.6925096,2022-03,2022-03-28,boundary_positive_cooling_centre_personal_use,1,train
DEMO_0011,That is a hot property in this neighbourhood. Will not last long.,0,CITY_NGA_IKOY_010,Ikoyi,Africa,Nigeria,NGA,north,6.4296012,3.4172646,2022-03,2022-03-29,negative_commercial_business,1,train
DEMO_0521,Just posted a new TikTok! Link in bio. #heatwave #viral #trending,0,CITY_USA_AUST_172,Austin,North America,United States,USA,north,30.2711286,-97.7436995,2022-03,2022-03-30,negative_spam_irrelevant,1,test
DEMO_0436,Totally overwhelmed by this weather. I need it to cool down or I will lose my mind.,1,CITY_PHL_MAKA_087,Makati,Asia,Republic of the Philippines,PHL,north,14.5567949,121.0211226,2022-03,2022-03-30,positive_psychological,1,test
DEMO_0418,The scorching heat today makes me regret every outdoor commitment I made this week.,1,CITY_IDN_SUKM_069,Sukmajaya,Asia,Indonesia,IDN,south,-6.0182223,106.0715845,2022-03,2022-03-31,positive_ambient_personal,1,train
DEMO_0141,Sixth consecutive night of tossing and turning because of this heat. I am done.,1,CITY_GBR_SALF_140,Salford,Europe,United Kingdom,GBR,north,53.4877463,-2.2891921,2022-03,2022-03-31,positive_psychological,1,train
DEMO_0122,The pressure is really heating up on the management team right now.,0,CITY_GBR_EAST_121,East Midlands,Europe,United Kingdom,GBR,north,52.7965611,-0.671794756,2022-04,2022-04-01,negative_metaphorical,1,train
DEMO_0037,They keep issuing heat advisories and I keep ignoring them. Today I regretted it.,1,CITY_ZWE_HARA_036,Harare,Africa,Zimbabwe,ZWE,south,-17.8567035,31.0601584,2022-04,2022-04-01,boundary_positive_advisory_symptom,1,train
DEMO_0125,Hottest day of the year and I had to walk across campus twice. I am done.,1,CITY_GBR_HIGH_124,Highland,Europe,United Kingdom,GBR,north,57.5066357,-5.0038367,2022-04,2022-04-02,positive_ambient_personal,1,train
DEMO_0414,Dog mum life is the best life. #heatwave #dogs #dogsofinstagram,0,CITY_IND_TAMI_065,Tamil Nadu,Asia,India,IND,north,10.9094334,78.3665347,2022-04,2022-04-03,negative_spam_irrelevant,1,train
DEMO_0302,The heat wave forecast prompted an emergency session of the city council.,0,CITY_USA_SANA_301,San Antonio,North America,United States,USA,north,29.4246002,-98.4951405,2022-04,2022-04-04,negative_policy_discourse,1,train
DEMO_0415,Death Valley is on my travel bucket list. The landscape looks surreal.,0,CITY_IND_UTTA_066,Uttar Pradesh,Asia,India,IND,north,27.1303344,80.859666,2022-04,2022-04-04,negative_proper_noun,1,train
DEMO_0045,Had to avoid any physical activity today. Too risky in this heat.,1,CITY_IND_BENG_044,Bengaluru South,Asia,India,IND,north,12.98815675,77.62260004,2022-04,2022-04-05,positive_coping,1,train
DEMO_0568,Urban heat islands are a major focus of the new climate adaptation policy.,0,CITY_USA_FRED_219,Frederick,North America,United States,USA,north,39.2127031,-78.279166,2022-04,2022-04-06,negative_policy_discourse,1,test
DEMO_0263,This stock is smoking hot right now. Investors cannot get enough.,0,CITY_USA_MIAM_262,Miami Beach,North America,United States,USA,north,25.7929198,-80.1353006,2022-04,2022-04-06,negative_metaphorical,1,train
DEMO_0145,The city is baking. I can feel the heat reflected off every wall and surface.,1,CITY_GBR_SOUT_144,Southampton,Europe,United Kingdom,GBR,north,50.9025349,-1.404189,2022-04,2022-04-06,positive_ambient_personal,1,train
DEMO_0184,Cannot concentrate at all. Too hot to think straight today.,1,CITY_USA_BOWL_183,Bowling Green,North America,United States,USA,north,36.9903199,-86.4436018,2022-04,2022-04-06,positive_psychological,1,train
DEMO_0086,Three nights of broken sleep because of the heat. I am completely exhausted.,1,CITY_PHL_CEBU_085,Cebu,Asia,Republic of the Philippines,PHL,north,10.2931062,123.9020773,2022-04,2022-04-07,positive_psychological,1,train
DEMO_0585,Flash sale on hot electronics starting midnight. Deals include laptops and tablets.,0,CITY_USA_INDI_236,Indianapolis,North America,United States,USA,north,39.7683331,-86.1583502,2022-04,2022-04-07,negative_commercial_business,1,test
DEMO_0106,Specific heat capacity calculation for the new material is very promising.,0,CITY_NLD_AMST_105,Amsterdam,Europe,Nederlands,NLD,north,52.3730796,4.8924534,2022-04,2022-04-07,negative_technical_scientific,1,train
DEMO_0340,Heat sink dimensions need to be recalculated for the revised chip layout.,0,CITY_AUS_PERT_339,Perth,Oceania,Australia,AUS,south,-31.9558933,115.8605855,2022-04,2022-04-08,negative_technical_scientific,1,train
DEMO_0330,The commercial real estate market is on fire right now. Best time to sell.,0,CITY_USA_WASH_329,"Washington, D.C.",North America,United States,USA,north,38.8950368,-77.0365427,2022-04,2022-04-08,negative_commercial_business,1,train
DEMO_0497,Merch drop this Friday! Limited stock so be quick. #heatwave #merch,0,CITY_GBR_YORK_148,York,Europe,United Kingdom,GBR,north,53.959,-1.0815,2022-04,2022-04-09,negative_spam_irrelevant,1,test
DEMO_0158,Scorching Desert Ultra is the toughest race I have ever attempted.,0,CITY_CAN_TORO_157,Toronto,North America,Canada,CAN,north,43.6534817,-79.3839347,2022-04,2022-04-09,negative_proper_noun,1,train
DEMO_0606,The sun hits my balcony all afternoon and it turns my whole flat into a sauna.,1,CITY_USA_MEDF_257,Medford,North America,United States,USA,north,42.4184296,-71.1061639,2022-04,2022-04-10,positive_ambient_personal,1,test
DEMO_0615,Draping a damp sheet over myself at night. Only way to sleep in this heat.,1,CITY_USA_MONR_266,Monroe,North America,United States,USA,north,38.2722313,-90.1792484,2022-04,2022-04-10,positive_coping,1,test
DEMO_0200,Hot standby failover worked perfectly during the simulated outage drill.,0,CITY_USA_CONC_199,Concord,North America,United States,USA,north,43.207178,-71.537476,2022-04,2022-04-10,negative_technical_scientific,1,train
DEMO_0307,Temperature record broken again as greenhouse gas levels hit new highs.,0,CITY_USA_SANM_306,San Marcos,North America,United States,USA,north,29.8826436,-97.9405828,2022-04,2022-04-10,negative_policy_discourse,1,train
DEMO_0532,Hot Springs National Park trail was beautiful. Highly recommend.,0,CITY_USA_BOWL_183,Bowling Green,North America,United States,USA,north,36.9903199,-86.4436018,2022-04,2022-04-12,negative_proper_noun,1,test
DEMO_0544,Skin burning and stinging from the direct sun exposure today. Pure heat stress.,1,CITY_USA_COLL_195,College Park,North America,United States,USA,north,38.980666,-76.9369189,2022-04,2022-04-12,positive_physiological,1,test
DEMO_0567,Things are heating up between the two candidates ahead of the debate.,0,CITY_USA_FRAN_218,Franklin,North America,United States,USA,north,33.2002659,-95.2231752,2022-04,2022-04-13,negative_metaphorical,1,test
DEMO_0003,Hot Topic store in the mall has amazing alternative fashion. Love it.,0,CITY_GHA_KUMA_002,Kumasi,Africa,Ghana,GHA,north,6.6985605,-1.6233086,2022-04,2022-04-13,negative_proper_noun,1,train
DEMO_0024,That business idea is hot property right now. Everyone wants a piece.,0,CITY_ZAF_JOHA_023,Johannesburg,Africa,South Africa,ZAF,south,-26.205,28.049722,2022-04,2022-04-15,negative_metaphorical,1,train
DEMO_0593,Local government issued food safety warnings as heat spoiled outdoor event produce.,0,CITY_USA_KENT_244,Kent,North America,United States,USA,north,33.1665316,-100.7846477,2022-04,2022-04-15,boundary_negative_news_advisory,1,test
DEMO_0280,Cancelled all outdoor plans this week. Not safe to be out in this kind of heat.,1,CITY_USA_OCEA_279,Oceanside,North America,United States,USA,north,33.1958696,-117.3794834,2022-04,2022-04-15,positive_coping,1,train
DEMO_0571,Summer this year is relentless. I am drenched the second I walk out the door.,1,CITY_USA_GAIN_222,Gainesville,North America,United States,USA,north,29.6519684,-82.3249846,2022-04,2022-04-15,positive_ambient_personal,1,test
DEMO_0468,I keep drifting off mid-sentence from the heat fatigue. Embarrassing at work.,1,CITY_GBR_DUDL_119,Dudley,Europe,United Kingdom,GBR,north,52.5110832,-2.0816813,2022-04,2022-04-16,positive_psychological,1,test
DEMO_0492,Record heat this week and I am feeling every degree of it on my commute.,1,CITY_GBR_SOUT_143,South West,Europe,United Kingdom,GBR,north,51.50076785,-2.550310634,2022-04,2022-04-17,positive_ambient_personal,1,test
DEMO_0426,"Laying awake again at 3am, too hot and too uncomfortable to sleep at all.",1,CITY_MYS_SUNG_077,Sungai Buloh,Asia,Malaysia,MYS,north,3.21,101.55,2022-04,2022-04-17,positive_psychological,1,train
DEMO_0268,The humidity is unbearable today. Everything sticks to me the moment I go out.,1,CITY_USA_MONT_267,Montgomery,North America,United States,USA,north,32.3669656,-86.3006485,2022-04,2022-04-17,positive_ambient_personal,1,train
DEMO_0470,The Hot Springs resort is fully booked until April. Plan early.,0,CITY_GBR_EAST_121,East Midlands,Europe,United Kingdom,GBR,north,52.7965611,-0.671794756,2022-04,2022-04-18,negative_proper_noun,1,test
DEMO_0205,Hospitals reported an increase in heat-related admissions during the weekend.,0,CITY_USA_DANV_204,Danville,North America,United States,USA,north,40.125222,-87.6304614,2022-04,2022-04-18,boundary_negative_news_health_report,1,train
DEMO_0063,Mentally drained from the heat. Nothing productive is happening today.,1,CITY_IND_PUNE_062,Pune,Asia,India,IND,north,18.521428,73.8544541,2022-04,2022-04-19,positive_psychological,1,train
DEMO_0131,Municipal authorities are rolling out green roofs to address urban heat.,0,CITY_GBR_MANC_130,Manchester,Europe,United Kingdom,GBR,north,53.4794892,-2.2451148,2022-04,2022-04-19,negative_policy_discourse,1,train
DEMO_0396,Mortality among the elderly was higher than seasonal norms during the heatwave.,0,CITY_IND_GHAZ_047,Ghaziabad,Asia,India,IND,north,28.7678881,77.4606672350851,2022-04,2022-04-20,boundary_negative_news_mortality,1,train
DEMO_0482,Had to reschedule my morning jog to 5am just to beat this ridiculous heat.,1,CITY_GBR_NORT_133,North East,Europe,United Kingdom,GBR,north,54.73141115,-1.791981336,2022-04,2022-04-20,positive_coping,1,test
DEMO_0444,Felt so nauseous waiting for the bus. This midday heat is genuinely dangerous.,1,CITY_DEU_BERL_095,Berlin,Europe,Germany,DEU,north,52.5170365,13.3888599,2022-04,2022-04-21,positive_physiological,1,test
DEMO_0528,Energy overload warnings issued as demand spikes during the heatwave.,0,CITY_USA_BIRM_179,Birmingham,North America,United States,USA,north,33.5206824,-86.8024326,2022-04,2022-04-21,negative_policy_discourse,1,test
DEMO_0554,Heat-induced anxiety kicked in during my run. Had to stop and go home.,1,CITY_USA_DAVE_205,Davenport,North America,United States,USA,north,28.1743275,-81.49322346,2022-04,2022-04-22,positive_psychological,1,test
DEMO_0538,Feeling miserable in this heat. Everything takes twice as long.,1,CITY_USA_CHAT_189,Chattanooga,North America,United States,USA,north,35.0457219,-85.3094883,2022-04,2022-04-22,positive_psychological,1,test
DEMO_0551,Neighbourhood associations arranged shaded rest areas for residents during heat.,0,CITY_USA_CULV_202,Culver City,North America,United States,USA,north,34.0211224,-118.396466,2022-04,2022-04-23,boundary_negative_community_third_party,1,test
DEMO_0392,Keeping a spray bottle of water in the fridge to use throughout this heatwave.,1,CITY_IND_BENG_043,Bengaluru,Asia,India,IND,north,12.9767936,77.590082,2022-04,2022-04-23,positive_coping,1,train
DEMO_0547,Public health officials issue heat safety guidance for outdoor workers.,0,CITY_USA_COLU_198,Columbus,North America,United States,USA,north,39.9622601,-83.0007065,2022-04,2022-04-23,negative_policy_discourse,1,test
DEMO_0613,The urban green space nearby was my only relief during the heat emergency today.,1,CITY_USA_MINN_264,Minneapolis,North America,United States,USA,north,44.9772995,-93.2654692,2022-04,2022-04-24,boundary_positive_cooling_centre_personal_use,1,test
DEMO_0092,The Hot Lake Springs hotel is a surprisingly luxurious historic gem.,0,CITY_TUR_ANTA_091,Antalya,Asia,Turkey,TUR,north,36.8864752,30.7029585,2022-04,2022-04-24,negative_proper_noun,1,train
DEMO_0499,Things have really heated up between them since the merger was announced.,0,CITY_CAN_CALG_150,Calgary,North America,Canada,CAN,north,51.0456064,-114.057541,2022-04,2022-04-25,negative_metaphorical,1,test
DEMO_0207,I am sleeping on the kitchen floor tonight. Only cool spot in the whole flat.,1,CITY_USA_DENT_206,Denton,North America,United States,USA,north,33.1838787,-97.1413417,2022-04,2022-04-27,positive_coping,1,train
DEMO_0246,Friday night plans sorted. Who is out this weekend? #heatwave,0,CITY_USA_KNOX_245,Knoxville,North America,United States,USA,north,35.9603948,-83.9210261,2022-04,2022-04-28,negative_spam_irrelevant,1,train
DEMO_0429,New gym PR today! Hard work pays off. #heatwave #fitness #gains,0,CITY_PAK_LAHO_080,Lahore,Asia,Pakistan,PAK,north,31.5656822,74.3141829,2022-04,2022-04-28,negative_spam_irrelevant,1,train
DEMO_0590,I have been wearing a hat every single day this summer just to survive outside.,1,CITY_USA_JEFF_241,Jefferson,North America,United States,USA,north,33.5206824,-86.8024326,2022-04,2022-04-28,positive_coping,1,test
DEMO_0374,Throwback to last summer! Good times. #heatwave #tbt #memories,0,CITY_ZAF_KRUG_025,Krugersdorp,Africa,South Africa,ZAF,south,-26.2227778,27.89,2022-04,2022-04-28,negative_spam_irrelevant,1,train
DEMO_0369,The underfloor heating in the new flat is an absolute luxury.,0,CITY_ZAF_CENT_020,Centurion,Africa,South Africa,ZAF,south,-25.836389,28.180278,2022-04,2022-04-29,negative_indoor_heating,1,train
DEMO_0526,Hot stone massage at the spa was the most relaxing thing I have done all year.,0,CITY_USA_BELL_177,Bellevue,North America,United States,USA,north,47.6144219,-122.192337,2022-04,2022-04-29,negative_food,1,test
DEMO_0244,Zoning out constantly today. Heat always turns my brain to mush.,1,CITY_USA_KANS_243,Kansas City,North America,United States,USA,north,39.100105,-94.5781416,2022-04,2022-04-30,positive_psychological,1,train
DEMO_0090,The hottest day on record and I was stuck outside for my entire shift.,1,CITY_PHL_PASI_089,Pasig City,Asia,Republic of the Philippines,PHL,north,14.5605166,121.0764343,2022-05,2022-05-01,boundary_positive_record_outdoor_work,1,train
DEMO_0040,The radiator is making strange noises again. Need to bleed it.,0,CITY_IND_AHMA_039,Ahmadabad,Asia,India,IND,north,23.0215374,72.5800568,2022-05,2022-05-03,negative_indoor_heating,1,train
DEMO_0334,Thermodynamic efficiency of the heat recovery system exceeded projections.,0,CITY_USA_WORC_333,Worcester,North America,United States,USA,north,42.2625621,-71.8018877,2022-05,2022-05-03,negative_technical_scientific,1,train
DEMO_0156,Heat stress is real. My productivity tanks every time I step outside.,1,CITY_CAN_MISS_155,Mississauga,North America,Canada,CAN,north,43.5896231,-79.6443879,2022-05,2022-05-04,positive_physiological,1,train
DEMO_0190,I could barely walk to the shop. Felt parched and my vision went blurry.,1,CITY_USA_CHAT_189,Chattanooga,North America,United States,USA,north,35.0457219,-85.3094883,2022-05,2022-05-04,positive_physiological,1,train
DEMO_0357,The extreme heat bulletin went out at 6am and by 9am I was already struggling.,1,CITY_NGA_IBAD_008,Ibadan,Africa,Nigeria,NGA,north,7.3786064,3.8969928,2022-05,2022-05-04,boundary_positive_alert_personal,1,train
DEMO_0616,The outdoor market was like a furnace today. I had to leave after 20 minutes.,1,CITY_USA_MONT_267,Montgomery,North America,United States,USA,north,32.3669656,-86.3006485,2022-05,2022-05-04,positive_ambient_personal,1,test
DEMO_0309,Her social media presence is absolutely on fire this month.,0,CITY_USA_SANT_308,Santa Monica,North America,United States,USA,north,34.0194704,-118.491227,2022-05,2022-05-05,negative_metaphorical,1,train
DEMO_0363,Hot button issue this election cycle is housing affordability.,0,CITY_NGA_KUJE_014,Kuje,Africa,Nigeria,NGA,north,8.8311228,7.1724673,2022-05,2022-05-05,negative_metaphorical,1,train
DEMO_0115,Forty degrees in the shade today and I had no choice but to be out in it.,1,CITY_GBR_BRIS_114,Bristol,Europe,United Kingdom,GBR,north,51.4538022,-2.5972985,2022-05,2022-05-06,positive_ambient_personal,1,train
DEMO_0298,The Desert Heat film festival had an incredible programme this year.,0,CITY_USA_RIVE_297,Riverside,North America,United States,USA,north,33.7219991,-116.0372472,2022-05,2022-05-07,negative_proper_noun,1,train
DEMO_0557,Heat transfer efficiency improved by 18 percent with the new alloy design.,0,CITY_USA_DESM_208,Des Moines,North America,United States,USA,north,41.5868654,-93.6249494,2022-05,2022-05-07,negative_technical_scientific,1,test
DEMO_0143,Breaking: hottest July ever recorded since weather data collection began.,0,CITY_GBR_SOUT_142,South East,Europe,United Kingdom,GBR,north,54.94987225,-1.36036540985681,2022-05,2022-05-07,negative_policy_discourse,1,train
DEMO_0529,Transport workers were rotated off outdoor duties more frequently during peak heat.,0,CITY_USA_BOIS_180,Boise,North America,United States,USA,north,43.6166163,-116.200886,2022-05,2022-05-08,boundary_negative_news_welfare_policy,1,test
DEMO_0276,Mild heatstroke symptoms kicked in after the outdoor market. Had to rest.,1,CITY_USA_NORM_275,Norman,North America,United States,USA,north,35.2225717,-97.4394816,2022-05,2022-05-09,positive_physiological,1,train
DEMO_0377,That Heatwave documentary is streaming now. Really eye-opening about music history.,0,CITY_ZAF_RAND_028,Randburg,Africa,South Africa,ZAF,south,-26.096111,27.975,2022-05,2022-05-11,negative_media_product,1,train
DEMO_0407,The temperature hit 42 degrees today and I am struggling to breathe outside.,1,CITY_IND_NAGP_058,Nagpur,Asia,India,IND,north,21.1498134,79.0820556,2022-05,2022-05-11,positive_ambient_personal,1,train
DEMO_0467,I feel completely drained today. The heat is sapping every bit of energy I have.,1,CITY_GBR_DERB_118,Derby,Europe,United Kingdom,GBR,north,52.9142235,-1.471988546,2022-05,2022-05-11,positive_psychological,1,test
DEMO_0232,Struggling to breathe out here. This heat is suffocating.,1,CITY_USA_HOME_231,Homewood,North America,United States,USA,north,41.5574046,-87.6651467,2022-05,2022-05-13,positive_physiological,1,train
DEMO_0432,Heat emergency helpline received a record number of calls in a single day.,0,CITY_PAK_SIND_083,Sindh,Asia,Pakistan,PAK,north,25.5,69.0,2022-05,2022-05-14,boundary_negative_news_emergency,1,train
DEMO_0008,She is absolutely on fire with her performances this year.,0,CITY_NGA_ENUG_007,Enugu,Africa,Nigeria,NGA,north,6.5536094,7.4143061,2022-05,2022-05-14,negative_metaphorical,1,train
DEMO_0005,The oil heating tank needs refilling before the cold snap arrives.,0,CITY_KEN_KABA_004,Kabarnet,Africa,Kenya,KEN,north,0.71196215,36.0412745681168,2022-05,2022-05-14,negative_indoor_heating,1,train
DEMO_0020,Good morning everyone! Make today count. #heatwave #motivation,0,CITY_ZAF_CAPE_019,Cape Town,Africa,South Africa,ZAF,south,-33.928992,18.417396,2022-05,2022-05-14,negative_spam_irrelevant,1,train
DEMO_0351,Check out our new single dropping Friday! #heatwave #newmusic #pop,0,CITY_GHA_KUMA_002,Kumasi,Africa,Ghana,GHA,north,6.6985605,-1.6233086,2022-05,2022-05-15,negative_spam_irrelevant,1,train
DEMO_0082,I went to the community cooling centre for the first time ever today. That bad.,1,CITY_PAK_NORT_081,North-west Frontier,Asia,Pakistan,PAK,north,33.712802,71.2678805,2022-05,2022-05-15,boundary_positive_cooling_centre_personal_use,1,train
